BN2.Full	EZB.Full	MCD.Full	N1.Full	SDT.Full	A53.Full
0.996947411434822	0.105469565862944	0.116292864360617	0	0.580550507564718	0
0	0	0	0	0	0
0	0	0	0	0	0
0.569581479048841	0.795526968089833	0.0064004442777724	0	0.999999999380925	0
0	0	0	0	0	0
0	0.999358696131157	0.168145424021388	0	0.0087526265028467	0.2080043670432
0.323386576143607	0	0.000260644132535174	0	0	0.000799161123806767
0.063094098155629	0	0.000305714364853962	0	0	0
0.940852244005037	0	0	0	0	0
0.999531253890346	0.571224946059267	0.000369710858940405	0	0	0
0	0.188722916114881	0.00651677950920666	0	0.471452394386635	0
0.99986486002129	0	0.299778420253239	0	0.0291253646857596	0
0	0	0	0	0	0
0	0.376355758872887	0.000289106825925977	0	0	0
0.970761888561736	0.0568718134954802	0.122450042995547	0	0.999999999188948	0.0480527897748995
0.998883690987666	0	0.0019469757959982	0.235206457399188	0	0
0	0	0.000372313399926426	0	0	0
0.978316787221044	0.587651230176841	0.00445307369140977	0	0	0
0	0	0	0	0	0.0421402408442994
0.999911804828747	0.648326761301208	0.000937510342324794	0	0	0
0.259459915027931	0	0.630897584455512	0	0.980354238585547	0
0.168200288401456	0.737134576719909	0	0	0.0191015402138384	0.279034479378255
0.100942280997399	0	0	0	0	0.0180212783302225
0.998379177736152	0	0	0	0	0
0	0.0533792274763881	0.00027361798109895	0	0.0406011632278753	0
0	0	0	0	0	0
0	0	0	0	0	0.00439707148525642
0.994887617936264	0	0.000305714364853962	0	0	0.0012054203593289
0	0	0.000369710858940405	0	0	0.180033567226004
0.887691254146108	0.237101106872427	0.00939508930688061	0	0	0
0	0	0	0	0	0
0	0	0.00028240752129811	0	0.995130734476486	0.00323095537067787
0	0.143911959770315	0.975703885750939	0	0	0.999925007090785
0	0.178086869221996	0.00446128974717974	0	0	0
0	0	0.948771221899063	0	0.947955195522756	0.00641241012602062
0.985058724968224	0.794918576951329	0.0244562081363016	0	0.0880691998332728	0.00257818431963
0	0	0.00536981813090113	0	0	0
0	0	0.00079586176209942	0	0.28410605120782	0
0	0	0.000603334816240332	0	0	0.999999948506771
0	0	0.916873748208456	0	0	0.00514093820913395
0	0	0.998322933806038	0	0	0
0	0	0.00705713076382977	0.996157685723156	0	0
0	0	0.776992657173973	0	0	0
0.36978055356331	0	0.999999875033058	0	0.00949365251709677	0.00223772908020461
0	0	0	0	0	0
0	0.999745233952665	0.003996357323643	0	0.0497607626103244	0
0	0	0	0	0	0
0.710879850493924	0	0.80807393214641	0	0.999996827550002	0
